101598	101598	120
300677	300677	51
401125	401125	80
301310	301310	100
301316	301316	100
100929	100929	70
500940	500940	70
200107	200107	11
300525	300525	50
200547	200547	50
300260	300260	30
400734	400734	60
200740	200740	60
200796	200796	60
250007	250007	60
450027	450027	60
101921	101921	150
102014	102014	150
402059	402059	150
500483	500483	41
