1598	1598	120
677	677	51
1125	1125	80
1310	1310	100
1316	1316	100
929	929	70
940	940	70
107	107	11
525	525	50
547	547	50
260	260	30
734	734	60
740	740	60
796	796	60
50007	50007	60
50027	50027	60
1921	1921	150
2014	2014	150
2059	2059	150
483	483	41
